0	11282
1	2325
2	445
3	22
4	2106
5	908
6	1551154
7	9142
8	4571771
9	39661
10	4400
11	218
12	1884
13	14277
14	981
15	199600
16	457
17	12243
18	5743
19	18280
20	4152
21	897
22	568496
23	52472
24	1761
25	39745
26	14648
27	1313
28	7929
29	2703
30	1152610
31	9564
32	1988
33	84668
34	5960
35	25057
36	933718
37	14957
38	2090
39	9029685
40	302
41	54237798
42	423
43	2460629
44	680
45	1607182
46	12854
47	8728
48	1124
49	177206
50	3762
51	580345
52	23131
53	43382
54	2632
55	47082
56	25377
57	2279
58	43443
59	1165
60	3376
61	115049
62	2469
63	11117
64	279844
65	415119
66	768
67	2796
68	1069545
69	16972
70	626197
71	42174
72	5607899
73	8513
74	28924
75	25667978
76	3089
77	1268
78	1103
79	244991
80	227
81	1155
82	1391
83	2407
84	3293
85	10637447
86	79652
87	9494010
88	19405
89	5235
90	3537
91	250119
92	91149
93	17105
94	477423
95	16345
96	673387
97	14443
98	918
99	10029
100	1329
101	767
102	879
103	11826
104	3223
105	163860
106	13789753
107	908
108	162
109	40684
110	442
111	236
112	7970
113	568465
114	13895312
115	949
116	3018187
117	30582976
118	21188
119	6929
120	1600
121	2004
122	11861
123	602
124	317
125	13293
126	59632
127	183296
128	152797
129	14979
130	15694
131	8199114
132	88825
133	39207
134	22195
135	21356
136	13365077
137	11065107
138	1044
139	3524
140	248
141	1098779
142	1443
143	2665487
144	32639
145	9453826
146	1464
147	3769
148	1448
149	910
150	136802
151	12632
152	24165
153	457
154	105707902
155	53068
156	2404
157	4329788
158	21919
159	6994
160	17490
161	105102
162	11358
163	13127
164	16159974
165	14515
166	150
167	441
168	436
169	390
170	1975
171	4423983
172	2617756
173	336
174	2638
175	14094
176	651
177	1575
178	22906
179	1140
180	769995
181	21944
182	2912
183	4419
184	2836
185	148
186	536
187	63
188	39725
189	647
190	330
191	278812
192	44728
193	50100
194	15369
195	2253
196	64451
197	35393
198	116559
199	81509
200	168
201	23123
202	8743
203	4330
204	693
205	650
206	97451
207	1040
208	8103
209	480
210	3694
211	475
212	48602
213	3695
214	696
215	14599519
216	19991
217	2728
218	122
219	122541
220	125057
221	24687
222	3404
223	7928
224	1186
225	809
226	2919206
227	1210696
228	104616
229	23971892
230	8491
231	1980
232	749
233	321
234	7250
235	10756245
236	172819
237	20799
238	7627
239	84009496
240	52996995
241	5783
242	4705
243	18121
244	4107
245	581319
246	1061
247	6127
248	23666495
249	22990
250	610
251	13242
252	4541
253	3154382
254	334
255	21030
256	14448
257	5205
258	400
259	508343
