85311823		260	0	1	0	413	0	53	0	3	0	20	0	0	10

85311823		260	0	1	1	607	0	36	0	3	0	19	0	0	10

85311823		260	0	1	2	744	0	18	0	3	0	20	0	0	10

85311823		260	0	1	3	927	0	21	0	3	0	20	0	0	10

85311823		260	1	1	0	722	0	405	10	0	0	0	9	0	0

85311823		260	1	1	1	960	0	395	11	0	0	0	9	0	0

85311823		260	1	1	2	1081	0	327	13	0	0	0	9	0	0

85311823		260	1	1	3	1287	0	323	11	0	0	0	9	0	0

85311823		260	2	1	0	558	0	209	11	6	0	20	10	0	0

85311823		260	2	1	1	698	0	181	11	6	0	20	10	0	0

85311823		260	2	1	2	799	0	116	11	5	0	21	10	0	0

85311823		260	2	1	3	939	0	116	11	5	0	21	10	0	0
