850293602       260 0   3   0   1126    0   545     0   9   0   20  0   0
768866482       260 0   2   0   1023    0   495     0   6   0   20  0   0
682131219       260 0   2   0   911     0   440     0   6   0   22  0   0
599393355       260 0   2   0   883     0   389     0   6   0   20  0   0
510449016       260 0   2   0   742     0   332     0   6   0   20  0   0
421927915       260 0   2   0   589     0   276     0   6   0   21  0   0
850293602       260 1   4   0   4819    0   4234    9   0   0   0   10  0
768866482       260 1   3   0   4415    0   3868    10  0   0   0   10  0
682131219       260 1   3   0   3927    0   3446    10  0   0   0   10  0
599393355       260 1   3   0   3471    0   3045    10  0   0   0   11  0
510449016       260 1   2   0   2970    0   2595    9   0   0   0   10  0
421927915       260 1   2   0   2449    0   2142    11  0   0   0   11  0
850293602       260 2   4   0   3313    0   2640    11  6   0   22  10  0   0
768866482       260 2   4   0   3116    0   2397    11  7   0   21  11  0   0
682131219       260 2   6   0   2706    0   2154    11  6   0   20  9   0   0
599393355       260 2   5   0   2428    0   1907    11  6   0   20  10  0   0
510449016       260 2   4   0   2063    0   1626    11  6   0   21  10  0   0
421927915       260 2   4   0   1726    0   1347    10  6   0   20  10  0   0
850293602       260 3   4096    0   385215  0   353355  0   0   0   0   31860   0
768866482		260	3	4096	0	346141	0	314281	0	0	0	0	31860	0
682131219       260 3   4096    0   307636  0   275776  0   0   0   0   31860   0
599393355		260	3	4096	0	268352	0	236492	0	0	0	0	31860	0
510449016		260	3	4096	0	236492	0	204632	0	0	0	0	31860	0
421927915		260	3	4096	0	195360	0	163500	0	0	0	0	31860	0
850293602		260	3	1024	0	361758	0	359607	0	0	0	0	2151	0
768866482		260	3	1024	0	307251	0	305100	0	0	0	0	2151	0
682131219		260	3	1024	0	263900	0	261749	0	0	0	0	2151	0
599393355		260	3	1024	0	233370	0	231219	0	0	0	0	2151	0
510449016		260	3	1024	0	196685	0	194534	0	0	0	0	2151	0
421927915		260	3	1024	0	164801	0	162650	0	0	0	0	2151	0
850293602		260	4	1024	0	78658	0	78089	0	0	0	0	569	0
768866482		260	4	1024	0	70123	0	69554	0	0	0	0	569	0
682131219		260	4	1024	0	63307	0	62738	0	0	0	0	569	0
599393355		260	4	1024	0	54497	0	53928	0	0	0	0	569	0
510449016		260	4	1024	0	46584	0	46015	0	0	0	0	569	0
421927915		260	4	1024	0	38672	0	38103	0	0	0	0	569	0
850293602		260	4	4096	0	88407	0	79465	0	0	0	0	8942	0
768866482		260	4	4096	0	78315	0	69373	0	0	0	0	8942	0
682131219		260	4	4096	0	70035	0	61093	0	0	0	0	8942	0
599393355		260	4	4096	0	62430	0	53488	0	0	0	0	8942	0
510449016		260	4	4096	0	54502	0	45560	0	0	0	0	8942	0
421927915		260	4	4096	0	46500	0	37558	0	0	0	0	8942	0
